transaction_amount,transaction_type,hour,country,device,previous_transactions,new_beneficiary,new_device,foreign_country,weekend,is_fraud
71571.42,Card,21,Romania,Mobile,35,0,1,0,0,0
107786.78,SEPA,20,Netherlands,Tablet,27,1,0,0,0,0
103661.04,SEPA,0,Romania,Tablet,97,1,0,0,1,1
23921.65,Card,3,Germany,Tablet,69,0,1,0,0,0
60910.6,Card,23,Austria,Desktop,5,1,1,0,0,1
26966.83,Card,0,Romania,Tablet,2,1,1,0,0,1
72548.87,Wire,12,France,Tablet,64,0,0,1,0,0
65245.25,Transfer,22,Spain,Desktop,1,1,0,1,1,1
103451.93,SEPA,17,Romania,Mobile,81,1,0,1,1,1
67766.53,Transfer,4,France,Desktop,14,1,0,1,1,1
146282.63,SEPA,16,Austria,Desktop,98,1,0,0,0,0
97745.96,SEPA,22,Belgium,Desktop,39,0,1,0,1,0
138592.3,SEPA,8,Poland,Mobile,94,0,0,0,1,0
22942.09,Card,3,Poland,Mobile,47,1,0,1,1,1
25645.32,Card,3,Spain,Desktop,108,0,0,1,1,0
23358.68,Transfer,5,Romania,Tablet,107,1,1,1,1,1
136281.4,Transfer,3,Romania,Mobile,69,0,0,0,0,0
120670.29,SEPA,20,Germany,Tablet,7,1,1,1,1,1
100478.77,SEPA,17,Italy,Tablet,31,1,0,1,0,1
71066.95,SEPA,1,France,Mobile,85,1,1,1,1,1
4855.48,Wire,16,Austria,Desktop,43,1,0,1,0,0
66587.14,SEPA,0,Belgium,Mobile,82,0,0,0,1,0
82600.99,Card,17,Romania,Tablet,55,0,0,0,1,0
116491.66,Transfer,6,Romania,Desktop,52,0,0,0,1,0
9808.23,Transfer,23,Poland,Tablet,13,0,1,0,0,0
17308.82,SEPA,3,Spain,Tablet,62,0,1,0,1,0
31832.4,Card,2,Spain,Desktop,0,1,0,1,0,1
117958.6,Card,14,Austria,Desktop,84,0,1,1,1,1
23181.43,SEPA,0,Belgium,Tablet,106,0,0,0,1,0
49744.06,Wire,9,Poland,Mobile,91,0,1,1,1,1
5423.7,Transfer,19,Germany,Mobile,98,0,1,1,0,0
60917.58,Wire,13,Belgium,Tablet,9,1,0,1,0,1
13070.6,Transfer,5,Netherlands,Desktop,22,1,1,0,0,1
127860.26,SEPA,20,Austria,Desktop,91,1,0,0,1,0
133757.02,Card,8,Romania,Mobile,93,1,1,0,1,1
132939.14,SEPA,2,France,Mobile,10,1,1,1,0,1
38989.54,Wire,17,Netherlands,Tablet,112,0,1,1,0,1
1857.85,SEPA,21,Spain,Mobile,32,0,1,1,0,0
98874.27,Wire,4,Germany,Mobile,20,1,1,1,1,1
113724.96,Transfer,2,Germany,Mobile,75,1,1,1,1,1
91038.07,Wire,4,Netherlands,Tablet,23,0,0,0,1,0
93703.64,SEPA,16,Austria,Tablet,78,1,0,0,1,0
123085.13,Card,7,Spain,Tablet,86,0,0,0,0,0
39544.63,Transfer,6,Poland,Mobile,9,0,0,1,0,0
50807.89,Card,4,Spain,Tablet,49,1,1,0,1,1
149899.93,Wire,11,Belgium,Tablet,103,0,0,0,1,0
30652.34,Wire,5,France,Mobile,73,0,1,0,0,1
61983.41,Wire,15,Austria,Tablet,74,1,1,1,0,1
107916.53,SEPA,22,Poland,Desktop,55,0,1,0,1,0
5020.12,SEPA,0,Germany,Desktop,40,0,0,1,0,0
44855.04,Card,21,Spain,Desktop,119,0,0,1,1,0
36581.47,Wire,9,Netherlands,Tablet,102,0,1,1,1,1
13875.26,Transfer,3,Netherlands,Mobile,85,0,0,0,0,0
102389.56,SEPA,16,France,Mobile,105,1,0,1,1,1
3029.25,Card,6,Belgium,Mobile,91,0,0,0,1,0
2448.4,Transfer,8,Spain,Mobile,37,0,0,0,1,0
32857.61,Card,21,Austria,Mobile,12,0,0,0,0,0
56100.96,Wire,14,Belgium,Mobile,56,1,0,1,1,1
21170.04,Card,11,Poland,Mobile,94,1,0,1,1,0
31813.59,Wire,19,Netherlands,Desktop,87,0,1,1,0,1
2400.41,Transfer,21,Romania,Mobile,69,1,0,1,1,0
9672.44,Transfer,21,Poland,Tablet,68,1,0,0,0,0
88619.38,SEPA,21,Spain,Mobile,46,0,0,1,1,0
29027.68,Card,18,France,Desktop,97,0,1,1,1,0
28417.49,Card,23,Poland,Mobile,63,0,1,0,0,0
148135.59,Transfer,22,Poland,Desktop,24,0,0,0,1,0
109231.97,SEPA,6,Germany,Tablet,39,0,1,1,1,1
145672.48,Card,10,Germany,Tablet,48,0,0,0,0,0
69768.7,Wire,16,France,Mobile,7,0,0,1,1,0
48681.3,SEPA,8,Austria,Tablet,101,0,0,1,1,0
147586.05,Wire,11,Belgium,Mobile,15,0,0,1,0,0
44111.13,Transfer,10,Austria,Mobile,80,1,1,0,1,1
30005.91,Transfer,15,Netherlands,Desktop,99,1,0,0,0,0
121038.26,Card,11,Spain,Mobile,5,1,1,1,0,1
62380.55,Card,12,Belgium,Tablet,64,0,0,0,0,0
27854.08,Wire,3,France,Mobile,25,1,0,0,1,0
99889.58,Card,13,Austria,Desktop,36,0,1,1,0,1
13466.68,Card,6,France,Desktop,73,0,0,0,1,0
84797.58,Wire,17,Romania,Mobile,84,1,0,0,1,0
42209.38,SEPA,8,Italy,Tablet,5,0,0,0,0,0
109618.93,Wire,14,Belgium,Mobile,32,1,1,0,1,1
97502.1,Transfer,10,Romania,Desktop,104,1,1,0,0,1
90926.54,Card,2,Romania,Desktop,71,0,1,0,1,1
1734.55,Card,11,Austria,Tablet,51,1,1,1,0,1
92069.44,Card,13,Romania,Desktop,120,0,0,1,0,0
36803.01,SEPA,17,Netherlands,Tablet,113,0,1,0,0,0
144581.97,SEPA,19,Netherlands,Tablet,118,0,1,1,0,1
2858.01,SEPA,21,Poland,Tablet,120,0,1,0,0,0
68049.9,SEPA,9,Italy,Tablet,113,0,1,0,1,0
36811.93,SEPA,10,Poland,Tablet,0,0,1,1,0,1
115043.44,Wire,9,Netherlands,Desktop,90,1,0,1,1,1
61504.39,Wire,1,Romania,Tablet,73,0,0,1,1,1
119323.67,SEPA,7,Romania,Mobile,117,0,1,0,1,0
91392.21,Wire,12,Belgium,Tablet,28,1,0,0,0,0
62417.35,Wire,10,Netherlands,Desktop,87,0,1,0,1,0
52922.65,SEPA,19,Germany,Desktop,20,1,1,0,0,1
96845.32,Wire,3,Italy,Desktop,95,0,0,0,0,0
96406.31,Wire,2,Germany,Desktop,35,1,0,1,0,1
146051.88,Wire,22,Italy,Mobile,12,1,1,0,1,1
1076.2,Transfer,8,Italy,Tablet,76,1,1,1,1,1
131232.99,Card,7,Italy,Tablet,96,1,0,1,1,1
6547.78,Wire,9,Poland,Tablet,51,0,1,0,1,0
95355.36,Card,5,Spain,Tablet,81,0,0,1,1,1
58515.44,SEPA,14,Poland,Desktop,72,1,0,0,0,0
55197.65,Card,0,France,Mobile,0,0,0,1,0,1
41621.38,Transfer,5,Italy,Desktop,48,1,1,0,0,1
99218.98,SEPA,14,Romania,Desktop,96,1,1,0,0,1
13967.6,Wire,15,Romania,Mobile,25,1,0,1,0,0
7370.31,Card,2,Netherlands,Mobile,105,1,0,0,1,0
126902.83,SEPA,1,Netherlands,Desktop,41,0,1,0,1,1
23034.72,SEPA,5,Austria,Desktop,118,1,1,0,0,1
92557.03,Card,4,Belgium,Mobile,62,1,0,0,0,1
13964.47,Card,8,Netherlands,Mobile,83,0,0,0,1,0
115861.94,Card,20,Spain,Tablet,117,1,1,0,0,1
141158.53,Wire,22,Italy,Desktop,102,1,0,1,1,1
134111.27,Card,21,Romania,Tablet,116,0,0,1,0,0
32258.4,SEPA,12,Netherlands,Desktop,104,1,0,0,1,0
80184.23,Card,11,Belgium,Tablet,100,1,1,0,1,1
55963.12,Card,3,Belgium,Tablet,40,0,1,0,1,1
5612.25,Card,3,Spain,Mobile,31,0,0,0,0,0
73652.5,Card,12,Romania,Mobile,35,1,1,1,1,1
97844.51,Card,21,Belgium,Mobile,1,0,1,0,0,0
82296.75,Card,18,France,Desktop,88,1,1,1,0,1
126903.83,SEPA,19,Poland,Desktop,65,0,1,0,1,0
58640.7,Transfer,16,Belgium,Tablet,116,1,0,0,0,0
52398.32,Card,0,Spain,Mobile,84,1,0,1,1,1
8856.99,Wire,21,Netherlands,Desktop,91,1,0,1,1,0
75696.7,SEPA,3,Germany,Tablet,116,0,1,1,0,1
121343.05,Card,11,Belgium,Tablet,56,1,1,0,1,1
140782.05,Wire,23,Germany,Desktop,3,0,0,0,0,0
62038.73,Transfer,10,Germany,Mobile,7,0,0,1,0,0
69745.16,SEPA,22,Germany,Mobile,1,0,1,1,1,1
54122.29,Wire,17,Belgium,Mobile,111,1,0,0,0,0
123598.7,Transfer,4,Belgium,Tablet,5,0,0,1,1,1
14894.38,Wire,15,Netherlands,Desktop,107,0,0,0,0,0
96525.64,Wire,11,Spain,Mobile,87,0,1,1,0,1
102501.01,Transfer,19,Belgium,Tablet,21,1,1,1,1,1
125754.84,Wire,13,Spain,Mobile,94,1,0,0,1,0
85939.79,SEPA,13,Spain,Desktop,40,1,0,0,1,0
83983.78,Wire,2,Austria,Tablet,119,1,1,0,1,1
44126.95,SEPA,11,Romania,Desktop,106,1,1,0,1,1
127634.07,SEPA,20,Poland,Desktop,44,1,0,1,1,1
53387.55,Card,8,Spain,Mobile,115,1,0,1,0,1
26717.6,Card,0,Austria,Mobile,117,1,0,0,0,0
138855.84,SEPA,6,Poland,Desktop,55,1,0,0,1,0
50292.95,Wire,15,Poland,Mobile,58,1,1,0,1,1
78535.05,Transfer,19,Germany,Tablet,32,1,0,1,0,1
99683.89,Card,4,Netherlands,Desktop,8,1,0,1,0,1
4211.08,SEPA,5,Italy,Tablet,53,1,0,1,1,1
15217.84,Card,2,Germany,Tablet,107,1,1,1,0,1
102152.95,Transfer,17,Romania,Tablet,86,0,0,0,0,0
63993.39,Card,2,Spain,Mobile,41,1,1,0,1,1
4490.98,Wire,0,Austria,Desktop,79,1,1,0,0,1
111205.97,SEPA,19,Italy,Mobile,94,0,1,0,1,0
97478.66,SEPA,22,Netherlands,Mobile,70,0,0,1,1,0
136835.23,Transfer,0,Netherlands,Mobile,111,0,1,0,0,1
115922.34,Card,6,Italy,Mobile,54,0,0,0,1,0
42605.86,Wire,19,Austria,Desktop,43,0,1,0,0,0
9443.32,Card,8,Germany,Desktop,92,1,0,0,1,0
75032.73,Wire,17,Netherlands,Desktop,84,1,1,1,0,1
129998.98,SEPA,13,Belgium,Desktop,28,0,0,0,0,0
112234.38,Wire,8,Austria,Tablet,45,1,1,0,0,1
40188.94,Wire,17,Italy,Desktop,30,1,1,0,0,1
18502.35,SEPA,3,Netherlands,Tablet,6,0,0,1,1,0
120267.03,SEPA,21,Germany,Desktop,113,1,0,1,1,1
108471.83,Wire,16,Belgium,Desktop,81,0,1,0,0,0
111309.17,Transfer,0,Netherlands,Tablet,65,1,1,1,0,1
25610.96,Card,8,Belgium,Mobile,31,1,1,0,0,0
118817.82,SEPA,16,Belgium,Tablet,118,0,0,0,0,0
27930.35,Card,12,Romania,Mobile,106,0,0,0,0,0
88522.53,Card,8,Austria,Desktop,6,0,1,1,0,1
144411.05,SEPA,9,Belgium,Mobile,57,0,0,0,0,0
71345.57,Wire,0,France,Desktop,95,1,1,1,0,1
121186.81,Card,20,Poland,Mobile,31,1,0,0,1,0
16595.83,Wire,20,Spain,Desktop,93,1,1,0,0,0
55838.47,Card,0,Romania,Desktop,12,1,1,1,1,1
57823.36,SEPA,4,Italy,Tablet,108,0,0,1,0,1
51169.51,Wire,3,Austria,Mobile,43,1,1,0,0,1
133923.09,Transfer,11,Italy,Tablet,94,0,1,0,1,0
47678.43,SEPA,0,Italy,Mobile,4,1,0,0,0,1
1363.84,Transfer,11,Germany,Desktop,43,0,0,1,0,0
80827.97,Wire,2,Netherlands,Tablet,33,0,0,0,0,0
100354.96,Wire,10,Germany,Mobile,27,1,1,0,1,1
27519.81,SEPA,20,Poland,Mobile,58,0,1,1,0,0
103732.32,SEPA,6,France,Mobile,44,1,0,0,0,0
146771.67,SEPA,14,Spain,Tablet,66,0,0,0,1,0
112876.41,Wire,12,Poland,Tablet,95,0,0,1,0,0
119191.96,SEPA,2,France,Mobile,9,1,0,1,0,1
32378.43,SEPA,4,Poland,Mobile,93,1,0,0,0,1
92953.68,Card,5,Austria,Tablet,97,1,0,1,1,1
116694.28,Transfer,18,France,Tablet,29,0,0,0,1,0
40583.45,Transfer,23,Romania,Tablet,55,1,0,1,1,1
88861.73,Card,16,Romania,Mobile,70,0,0,0,0,0
141967.46,SEPA,21,Austria,Desktop,53,0,0,1,1,0
34790.22,Wire,8,Spain,Desktop,66,1,1,1,1,1
3286.73,Wire,20,France,Tablet,67,0,1,0,0,0
33916.63,Wire,1,Belgium,Desktop,58,1,1,1,0,1
73685.82,Card,4,Belgium,Mobile,113,0,0,0,1,0
93364.29,Transfer,16,Spain,Desktop,56,0,1,1,1,1
6472.95,Card,2,Belgium,Mobile,119,1,0,1,1,1
54417.38,SEPA,13,France,Desktop,108,0,0,0,1,0
29052.23,SEPA,10,Spain,Mobile,74,0,0,1,1,0
94853.25,Wire,14,Germany,Mobile,54,0,1,1,0,1
119353.54,SEPA,1,Austria,Tablet,90,0,0,0,0,0
39975.51,Transfer,23,Poland,Tablet,6,1,0,0,1,0
26944.94,SEPA,0,Belgium,Mobile,12,1,1,0,0,1
39981.12,SEPA,21,Austria,Tablet,60,1,0,1,1,1
140809.13,Wire,7,Italy,Desktop,45,0,1,1,0,1
143130.27,Wire,11,Austria,Desktop,92,1,0,1,0,1
5274.0,Card,14,Belgium,Desktop,0,0,0,1,0,0
9887.09,Wire,2,France,Tablet,70,1,0,0,1,0
51316.84,Wire,10,Netherlands,Mobile,11,0,0,0,0,0
126502.3,Transfer,11,France,Mobile,116,1,1,1,1,1
106579.91,SEPA,8,Germany,Desktop,74,1,0,1,0,1
4358.3,SEPA,8,Germany,Tablet,61,0,0,0,1,0
74244.85,Wire,0,Belgium,Mobile,120,1,0,0,0,1
2904.17,SEPA,9,Belgium,Desktop,18,0,1,0,1,0
146022.43,Card,6,Poland,Desktop,70,0,0,0,1,0
10067.89,Card,19,Spain,Mobile,113,0,0,0,0,0
117018.02,Wire,9,Germany,Tablet,108,1,0,1,0,1
145460.6,Transfer,11,Spain,Mobile,73,0,1,0,0,0
8809.8,Transfer,3,Austria,Tablet,62,0,0,0,0,0
80598.85,Card,2,Italy,Mobile,102,1,0,1,0,1
60052.84,Card,14,Netherlands,Desktop,110,1,1,1,1,1
26579.21,Wire,6,Romania,Tablet,107,0,1,1,1,0
89814.54,Transfer,12,Belgium,Desktop,15,0,0,0,1,0
107003.21,Transfer,23,Netherlands,Desktop,97,0,1,1,1,1
98772.39,Wire,1,Romania,Desktop,24,1,1,0,0,1
48240.81,Card,16,Belgium,Tablet,93,1,1,0,1,1
67229.48,Wire,16,France,Tablet,58,1,1,1,1,1
1789.56,Card,18,Austria,Mobile,73,0,0,1,1,0
11021.38,Card,9,Austria,Tablet,92,0,1,1,1,0
32799.6,Card,17,Belgium,Desktop,22,1,1,1,0,1
143494.64,Card,15,Austria,Desktop,93,1,1,1,1,1
105938.85,SEPA,0,Germany,Mobile,47,1,1,1,0,1
3584.77,SEPA,8,Romania,Tablet,79,0,1,0,0,0
5948.74,SEPA,5,Belgium,Tablet,19,1,1,0,1,1
28833.87,Wire,10,Poland,Mobile,70,1,1,0,1,0
91942.75,SEPA,10,Romania,Tablet,62,1,0,1,0,1
80081.57,Card,14,Germany,Desktop,82,1,0,1,0,1
19582.61,Card,9,Austria,Desktop,76,1,1,1,1,1
129531.85,Wire,8,Italy,Mobile,86,1,0,0,1,0
62568.03,Transfer,7,Poland,Mobile,110,0,0,0,1,0
19388.19,SEPA,18,Spain,Desktop,118,0,0,1,1,0
23151.55,SEPA,17,France,Mobile,46,0,1,1,0,0
146267.44,SEPA,6,Germany,Tablet,100,0,0,0,1,0
51402.26,Card,12,France,Desktop,89,0,0,0,1,0
42269.3,Wire,21,Austria,Tablet,71,0,0,1,1,0
105235.53,Card,11,Austria,Desktop,2,1,1,1,0,1
142288.7,Wire,3,Romania,Mobile,61,1,0,0,1,1
55908.14,Card,6,Spain,Mobile,33,1,0,1,0,1
39315.33,SEPA,9,Italy,Tablet,81,0,0,1,1,0
40006.31,Transfer,21,Romania,Mobile,105,1,1,0,1,1
64883.99,SEPA,17,France,Tablet,36,0,0,1,0,0
100165.95,Wire,21,Romania,Desktop,33,1,1,0,1,1
100748.29,Wire,20,Italy,Mobile,3,0,0,1,0,0
92846.36,Transfer,7,France,Mobile,40,0,1,0,0,0
110409.96,Transfer,15,Austria,Tablet,84,0,0,0,0,0
57412.71,Transfer,15,Germany,Mobile,34,0,0,1,0,0
92207.88,Wire,7,Italy,Mobile,20,1,1,1,0,1
122020.61,Transfer,0,Belgium,Tablet,64,0,0,1,1,1
61.46,SEPA,5,Italy,Desktop,37,1,0,0,0,0
72201.01,Card,19,Spain,Tablet,113,0,1,1,1,1
59990.46,Wire,16,Poland,Desktop,109,1,0,1,1,1
41889.73,Wire,12,Netherlands,Mobile,17,0,1,0,0,0
24227.93,Card,2,Netherlands,Tablet,53,1,0,1,0,1
69453.01,SEPA,14,Netherlands,Desktop,119,0,0,0,0,0
53700.36,Transfer,20,Belgium,Tablet,92,1,1,0,1,1
36328.69,Card,12,Belgium,Desktop,72,1,1,0,1,1
50837.78,Wire,15,Spain,Mobile,17,0,0,1,0,0
69511.57,SEPA,19,Austria,Mobile,73,0,0,1,0,0
14819.63,SEPA,4,Germany,Desktop,85,0,1,1,1,1
16309.66,Wire,14,Italy,Desktop,63,1,1,0,0,0
144453.03,Transfer,17,Germany,Desktop,60,1,0,1,1,1
66543.77,Transfer,23,Belgium,Desktop,40,0,1,0,0,0
125690.0,SEPA,18,Poland,Desktop,25,1,1,1,1,1
118107.73,SEPA,1,Poland,Tablet,31,1,0,1,0,1
84090.22,Transfer,3,Germany,Mobile,37,0,0,0,1,0
6035.89,Card,16,Italy,Desktop,67,0,1,1,0,0
80341.47,Wire,21,Italy,Mobile,79,1,1,1,1,1
123706.82,Transfer,12,Spain,Tablet,54,1,0,1,0,1
67231.99,SEPA,19,Germany,Tablet,32,0,1,0,0,0
117416.94,Card,14,Poland,Desktop,96,1,1,1,1,1
115138.6,Card,16,Poland,Tablet,52,0,1,1,0,1
51468.33,Transfer,21,Netherlands,Desktop,36,1,1,0,0,1
16563.04,SEPA,4,Germany,Mobile,120,1,1,1,1,1
90327.95,Card,2,Italy,Desktop,65,0,0,0,1,0
68493.75,Wire,4,Poland,Mobile,12,1,1,1,0,1
117033.04,Transfer,13,Netherlands,Mobile,11,1,1,1,1,1
146618.84,Wire,8,Italy,Mobile,21,0,1,1,0,1
85876.2,Card,23,Germany,Desktop,91,1,1,1,0,1
130335.43,Card,22,Italy,Desktop,55,0,1,0,0,0
12798.36,Card,16,France,Mobile,51,0,0,0,1,0
18660.61,Transfer,19,Netherlands,Mobile,100,1,1,0,1,0
93263.67,Wire,4,Netherlands,Tablet,32,0,1,0,1,1
129274.3,SEPA,10,Italy,Tablet,114,0,0,1,0,0
148282.52,Wire,10,Netherlands,Desktop,72,1,1,1,1,1
95073.32,Transfer,0,France,Mobile,31,0,0,1,0,1
60555.13,Wire,8,France,Mobile,53,0,1,0,0,0
98478.65,Transfer,16,France,Desktop,44,1,1,0,1,1
143234.57,Wire,3,Poland,Tablet,63,0,0,1,1,1
40274.49,SEPA,1,Romania,Tablet,55,1,0,1,1,1
86422.89,Transfer,18,Romania,Mobile,44,1,1,1,1,1
70610.97,Card,10,Italy,Mobile,118,0,1,0,0,0
66303.84,Card,15,Italy,Mobile,0,1,0,1,1,1
8342.14,SEPA,20,Italy,Tablet,34,0,0,1,1,0
98041.64,SEPA,21,Italy,Mobile,12,1,1,0,0,1
135303.88,Wire,12,France,Mobile,108,1,1,1,0,1
119128.7,Card,20,France,Tablet,11,0,1,0,1,0
149074.37,Card,1,France,Tablet,64,0,0,0,1,0
27911.35,SEPA,13,Netherlands,Tablet,55,0,1,1,0,0
145339.65,Card,0,Netherlands,Tablet,20,1,1,0,1,1
30504.48,Card,4,Poland,Desktop,29,0,0,1,0,1
64217.54,Wire,9,Netherlands,Desktop,115,0,0,1,1,0
128609.09,Wire,2,Spain,Desktop,50,1,0,0,1,1
85530.73,SEPA,2,France,Desktop,85,0,1,1,0,1
62890.14,SEPA,1,Spain,Tablet,15,0,0,0,0,0
94796.15,Wire,16,Austria,Mobile,99,0,1,1,1,1
141632.13,SEPA,9,Belgium,Mobile,63,1,0,0,1,0
11145.63,Wire,15,Italy,Desktop,28,0,0,1,1,0
101704.8,Wire,22,Belgium,Mobile,49,1,1,0,1,1
36612.73,SEPA,12,Romania,Tablet,26,1,1,1,0,1
95976.08,SEPA,4,Germany,Tablet,18,0,0,0,0,0
90745.48,Wire,7,Netherlands,Tablet,107,1,0,1,0,1
62856.04,SEPA,14,Netherlands,Desktop,2,1,1,1,1,1
39522.53,Card,2,Romania,Desktop,82,0,0,0,1,0
81930.85,Transfer,12,Germany,Mobile,3,1,0,0,1,0
9647.42,Transfer,5,France,Tablet,107,0,0,1,0,0
105252.06,Transfer,15,Germany,Mobile,48,1,1,1,1,1
139182.05,Transfer,15,Germany,Mobile,106,0,1,1,1,1
30031.19,Card,22,Austria,Desktop,94,0,0,1,1,0
26547.24,SEPA,4,Romania,Mobile,10,1,0,0,0,0
7006.07,Wire,6,Austria,Tablet,49,1,1,0,1,0
87255.5,Card,10,Poland,Mobile,101,1,1,1,0,1
138913.91,SEPA,8,Romania,Mobile,115,0,1,1,0,1
23038.02,SEPA,4,Poland,Mobile,47,0,1,0,1,0
19177.35,Transfer,16,Germany,Mobile,1,1,0,0,0,0
135902.84,Card,7,Austria,Desktop,55,0,0,1,1,0
29147.89,Transfer,6,Belgium,Desktop,60,0,0,1,1,0
103647.45,SEPA,4,Italy,Mobile,53,0,0,0,1,0
11510.44,Wire,15,France,Tablet,1,0,1,0,0,0
82055.44,Card,7,Italy,Desktop,21,0,1,0,1,0
65734.21,Card,2,Belgium,Desktop,108,0,0,0,1,0
18206.93,Transfer,0,Romania,Tablet,14,1,0,0,1,0
11482.75,Transfer,9,Italy,Desktop,5,0,1,0,1,0
131133.03,SEPA,9,Poland,Desktop,103,1,0,1,1,1
43608.73,Card,16,Poland,Mobile,114,0,1,0,1,0
61970.2,SEPA,19,Spain,Desktop,16,1,0,0,1,0
94081.64,SEPA,7,Spain,Tablet,2,1,0,1,0,1
14695.99,Card,8,Poland,Mobile,88,0,1,1,0,0
94785.77,Wire,4,Netherlands,Desktop,28,1,0,0,0,1
103273.56,Transfer,15,Italy,Mobile,70,0,0,0,0,0
103415.8,Wire,22,Austria,Mobile,98,1,0,0,0,0
36556.36,SEPA,10,Romania,Tablet,120,0,0,0,0,0
26824.87,Transfer,12,Austria,Desktop,100,0,1,1,1,0
94334.95,Transfer,2,Netherlands,Desktop,99,0,0,0,1,0
115555.99,Wire,6,Spain,Desktop,26,0,1,1,0,1
93191.2,Wire,16,Netherlands,Tablet,6,0,1,0,0,0
297.54,Transfer,18,Belgium,Mobile,84,0,0,1,0,0
20772.3,Transfer,1,Poland,Tablet,72,1,1,1,0,1
38565.38,Transfer,10,Belgium,Mobile,59,0,0,1,1,0
139466.77,Wire,13,France,Tablet,20,0,0,1,1,0
136555.1,Wire,22,France,Tablet,29,0,0,0,0,0
96028.31,SEPA,11,Romania,Desktop,37,1,0,0,0,0
77859.68,Card,10,Romania,Tablet,111,0,0,0,1,0
113520.74,Wire,9,Romania,Tablet,111,1,0,1,1,1
4698.3,Card,2,Italy,Tablet,88,0,0,1,0,0
83328.42,Card,21,Italy,Desktop,26,0,1,1,1,1
19510.23,Wire,0,France,Desktop,8,1,1,1,0,1
92536.56,Transfer,10,Belgium,Tablet,73,0,0,0,1,0
115561.55,SEPA,10,Poland,Desktop,89,1,1,0,0,1
32942.94,Wire,4,France,Mobile,68,1,0,1,0,1
141531.05,Wire,20,Poland,Mobile,48,1,1,1,1,1
43528.14,Wire,4,Romania,Mobile,73,1,0,1,1,1
71893.51,Card,23,Germany,Tablet,14,1,0,1,1,1
15640.81,SEPA,10,Austria,Desktop,4,0,1,0,0,0
127583.18,Transfer,10,Netherlands,Mobile,7,1,0,1,0,1
143405.93,Wire,18,Belgium,Desktop,53,0,0,1,0,0
67553.91,SEPA,0,Spain,Mobile,42,1,0,0,1,1
138501.91,Transfer,22,Germany,Mobile,21,0,0,1,0,0
67736.64,Card,12,Belgium,Mobile,38,0,1,1,0,1
100339.16,Wire,15,Belgium,Desktop,18,1,1,1,1,1
64365.39,SEPA,19,France,Desktop,91,1,0,0,0,0
87191.85,Card,0,France,Tablet,60,0,1,0,0,1
7748.35,Transfer,23,Spain,Mobile,94,1,0,0,1,0
60849.13,Transfer,16,Romania,Mobile,78,1,0,1,1,1
95462.05,SEPA,2,Austria,Desktop,73,1,1,1,0,1
137368.22,Card,7,Romania,Tablet,15,1,0,0,1,0
118766.54,Transfer,19,Belgium,Mobile,83,1,0,1,0,1
23788.08,Card,0,Poland,Mobile,17,1,0,1,0,1
86479.86,Card,5,Spain,Mobile,57,1,0,0,1,1
80523.14,SEPA,0,Poland,Tablet,29,1,1,0,1,1
107130.28,Wire,5,Germany,Desktop,40,0,1,0,0,1
3389.28,SEPA,20,Germany,Desktop,9,1,1,0,1,0
108817.17,SEPA,14,Italy,Mobile,80,1,1,1,1,1
127431.85,Transfer,8,Poland,Tablet,14,1,1,0,1,1
89461.97,Wire,3,France,Desktop,71,1,1,1,1,1
111803.99,Card,1,Spain,Mobile,89,1,0,0,0,1
12532.34,Transfer,20,Spain,Desktop,86,0,0,0,0,0
68874.06,Transfer,19,Austria,Tablet,83,0,0,0,0,0
47775.06,Card,16,Poland,Mobile,84,0,0,1,1,0
90420.32,Wire,8,Italy,Tablet,13,1,0,1,1,1
15139.75,Card,7,Italy,Tablet,82,0,1,0,0,0
86003.75,Wire,18,Netherlands,Desktop,88,1,0,1,0,1
10632.36,Card,3,Italy,Desktop,72,1,0,0,0,0
9502.66,SEPA,14,Italy,Tablet,44,1,1,1,1,1
18531.27,Wire,11,Netherlands,Mobile,55,0,1,1,1,0
144455.46,Transfer,0,Italy,Desktop,95,1,1,1,1,1
71396.22,Card,2,Germany,Desktop,94,1,0,1,1,1
47019.64,Transfer,20,Austria,Desktop,95,0,1,0,1,0
68506.25,Transfer,0,Poland,Tablet,120,0,1,0,0,1
52098.04,Transfer,9,Poland,Desktop,101,1,0,0,1,0
79681.03,Transfer,18,Romania,Mobile,40,0,0,1,1,0
141850.41,Transfer,0,Spain,Mobile,73,1,1,1,1,1
91422.42,Card,20,Germany,Desktop,42,1,0,0,1,0
91385.92,SEPA,15,Romania,Desktop,104,0,0,1,1,0
17652.95,Transfer,6,Netherlands,Tablet,31,1,0,1,1,0
147853.87,SEPA,18,Poland,Tablet,38,1,0,0,0,0
94065.09,Card,21,Spain,Mobile,44,0,1,1,1,1
94516.22,Wire,7,Germany,Mobile,86,0,0,0,1,0
147573.29,Transfer,5,Spain,Tablet,94,1,1,0,1,1
69637.92,Transfer,22,France,Tablet,115,0,0,1,1,0
65811.67,SEPA,2,Romania,Mobile,60,1,1,0,0,1
37199.41,Transfer,7,France,Mobile,10,0,0,0,1,0
83767.48,Card,14,Spain,Desktop,69,0,1,1,1,1
98778.88,SEPA,4,Belgium,Mobile,32,1,0,1,1,1
51175.34,SEPA,2,Italy,Tablet,60,0,1,1,0,1
117612.31,Transfer,8,Germany,Tablet,47,0,0,1,1,0
108206.65,Card,11,Belgium,Desktop,69,0,0,0,1,0
98970.84,SEPA,8,Germany,Tablet,85,0,1,0,1,0
51739.99,Wire,14,Spain,Tablet,7,0,1,0,1,0
